customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3845-FXCYS,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.65,31.2,False
3223-DWFIO,Male,True,False,False,4,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.35,261.65,False
3569-JFODW,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),90.95,6652.45,False
0442-TDYUO,Male,False,True,False,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.05,1036.0,False
9534-NSXEM,Male,False,False,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.65,595.5,False
5384-ZTTWP,Female,False,True,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.8,272.95,False
9274-UARKJ,Female,False,False,False,15,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),83.2,1130.0,False
1347-KTTTA,Male,False,True,False,64,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),102.45,6654.1,False
0835-JKADZ,Female,False,False,False,71,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,111.25,7984.15,False
9968-FFVVH,Male,False,False,False,63,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Bank transfer (automatic),68.8,4111.35,False
2369-FEVNO,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.9,19.9,False
7940-UQQUG,Female,False,True,True,64,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),104.4,6721.6,False
6959-GQEGV,Male,False,False,False,45,True,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,75.95,3273.8,False
5702-SKUOB,Female,False,True,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.6,93.45,False
3640-PHQXK,Female,False,False,False,31,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,89.9,2806.9,True
3192-NQECA,Male,False,True,False,68,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),110.0,7611.85,True
4002-BQWPQ,Male,False,False,False,25,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,False,Bank transfer (automatic),81.75,2028.8,False
4193-IBKSW,Male,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.75,1769.6,False
6784-XYJAE,Female,False,False,False,36,True,Yes,DSL,No,No,Yes,No,No,No,One year,False,Electronic check,55.8,1941.5,False
1942-OQFRW,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.0,44.0,False
3213-VVOLG,Male,False,True,True,0,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.35,,False
2805-AUFQN,Female,False,False,False,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.8,475.2,False
9498-FIMXL,Female,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.2,161.95,False
3026-ATZYV,Female,False,True,True,37,True,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,False,Bank transfer (automatic),75.1,2658.8,False
6350-XFYGW,Male,True,False,False,4,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.75,422.4,False
6421-SZVEM,Female,False,True,True,28,True,No,Fiber optic,Yes,No,No,No,No,Yes,One year,True,Bank transfer (automatic),82.85,2320.8,False
2580-ASVVY,Female,False,True,False,37,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Electronic check,45.4,1593.1,False
7140-ADSMJ,Male,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.45,162.3,False
5207-PLSTK,Male,False,True,True,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,48.75,48.75,False
0357-NVCRI,Female,False,False,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,471.7,False
4735-ASGMA,Male,False,False,False,26,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.35,2515.3,True
1704-NRWYE,Female,True,False,False,9,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.85,751.65,True
4658-HCOHW,Female,False,True,True,21,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,102.8,2110.15,True
4283-FUTGF,Male,True,False,False,19,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,79.85,1471.75,True
4712-AUQZO,Male,False,False,False,18,False,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Mailed check,33.6,550.35,False
0363-QJVFX,Male,False,False,False,32,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),108.15,3432.9,True
1261-FWTTE,Male,True,False,False,23,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),34.65,768.45,False
5906-DVAPM,Female,False,True,True,55,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,True,Credit card (automatic),75.0,4213.9,False
8234-GSZYK,Male,False,False,False,43,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.45,1110.05,False
4816-JBHOV,Male,True,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.7,93.7,True
6435-SRWBJ,Female,False,False,False,5,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,82.75,417.75,False
9715-SBVSU,Male,False,True,True,14,True,No,DSL,Yes,Yes,No,No,No,Yes,Two year,True,Bank transfer (automatic),61.4,815.55,False
8313-KTIHG,Male,False,False,False,4,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,61.3,249.4,False
7878-JGDKK,Male,False,False,False,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.55,220.75,False
9367-TCUYN,Female,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.1,223.6,False
1334-PDUKM,Female,False,True,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Credit card (automatic),86.45,5762.95,False
7249-WBIYX,Male,False,True,False,10,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.6,813.85,True
0691-JVSYA,Female,False,True,False,53,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),94.85,5000.2,True
3224-DFQNQ,Female,False,True,False,66,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,False,Electronic check,89.0,5898.6,False
7956-XQWGU,Male,False,False,False,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.4,460.25,False
8988-ECPJR,Female,True,True,True,34,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,79.6,2718.3,True
4706-AXVKM,Female,True,False,False,11,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),84.8,906.85,True
3913-RDSJZ,Female,False,True,False,64,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.55,1714.95,False
0620-DLSLK,Female,False,False,False,13,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,81.9,1028.9,False
3039-MJSLN,Male,False,False,True,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.2,50.6,False
1307-ATKGB,Male,False,False,False,24,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,89.55,2187.15,False
6023-GSSXW,Female,False,True,False,69,True,No,DSL,No,Yes,No,No,No,Yes,Two year,True,Credit card (automatic),61.45,4131.2,False
0564-MUUQK,Female,False,True,True,20,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),95.5,1916.2,False
6137-MFAJN,Female,False,False,False,48,False,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,44.8,2104.55,False
9206-GVPEQ,Male,False,True,False,13,False,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,54.45,706.85,True
4395-PZMSN,Male,True,False,False,5,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,85.55,408.5,False
9389-ACWBI,Female,False,True,True,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),69.95,320.4,False
8775-ERLNB,Male,True,True,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,74.3,74.3,False
9574-RKJIF,Male,False,True,True,30,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,94.4,2838.7,True
7315-WYOAW,Male,False,False,False,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,False,Electronic check,100.75,1313.25,False
3214-IYUUQ,Female,False,True,False,61,True,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,False,Bank transfer (automatic),93.7,5860.7,False
9618-LFJRU,Female,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.45,82.85,False
4190-MFLUW,Female,False,True,True,10,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Credit card (automatic),55.2,528.35,True
2150-WLKUW,Female,False,True,False,40,True,Yes,DSL,No,Yes,No,No,Yes,No,One year,False,Bank transfer (automatic),63.9,2635.0,False
6171-ZTVYB,Male,False,True,False,43,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),66.25,2907.35,False
7590-VHVEG,Female,False,True,False,1,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,29.85,29.85,False
5186-EJEGL,Male,False,False,False,9,True,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,69.5,653.25,False
5550-VFRLC,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.85,69.85,True
1178-PZGAB,Female,False,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.25,383.65,False
0196-JTUQI,Female,False,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),75.2,633.85,False
4299-SIMNS,Male,False,False,False,9,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,81.15,784.45,False
0859-YGKFW,Male,False,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.05,345.9,False
4753-PADAS,Female,False,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.7,6816.95,False
3638-DIMPH,Female,False,True,False,13,True,No,DSL,No,No,No,No,No,No,One year,False,Electronic check,43.8,592.65,False
6715-OFDBP,Male,False,False,False,5,True,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,70.05,346.4,True
0177-PXBAT,Male,True,True,False,33,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,False
1221-GHZEP,Female,False,False,False,62,True,No,DSL,Yes,No,No,Yes,No,Yes,Two year,True,Mailed check,65.1,3846.75,False
8809-XKHMD,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),100.55,7325.1,False
9367-WXLCH,Male,False,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer (automatic),84.5,662.65,True
1976-CFOCS,Female,True,True,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,46.0,46.0,True
2270-CHBFN,Female,False,True,False,44,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,True,Credit card (automatic),95.1,4060.55,False
2085-BOJKI,Male,False,True,False,17,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),96.65,1588.25,False
9647-ERGBE,Female,False,True,True,30,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.05,3046.15,True
7480-SPLEF,Male,False,True,True,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),26.0,1796.55,False
7811-JIVPF,Female,False,False,False,23,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),49.7,1081.25,False
6275-YDUVO,Female,False,False,False,2,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,86.2,178.7,True
7675-OZCZG,Female,True,False,False,3,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.0,127.1,True
4973-RLZVI,Female,False,False,False,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Credit card (automatic),74.65,2308.6,False
6650-VJONK,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),43.85,43.85,False
2754-SDJRD,Female,True,False,False,8,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),100.15,908.55,False
8406-LNMHF,Male,True,True,False,59,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,True,Credit card (automatic),82.95,4903.15,False
5816-SCGFC,Female,True,False,False,7,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,51.3,419.35,False
5982-FPVQN,Female,False,True,True,37,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.15,3532.85,False
0961-ZWLVI,Male,False,False,True,49,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),109.2,5290.45,False
8731-WBBMB,Female,False,True,False,26,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Bank transfer (automatic),81.9,2078.55,False
9019-QVLZD,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,79.55,79.55,True
8085-MSNLK,Female,False,True,False,62,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,113.95,6891.4,False
7609-NRNCA,Female,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.55,280.85,False
5119-KEPFY,Male,False,True,False,36,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.0,3440.25,False
7321-KKSDU,Male,False,False,True,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,696.8,False
5173-ZXXXL,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.95,47.7,False
4641-FROLU,Female,False,True,True,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.3,602.9,False
1309-BXVOQ,Male,False,True,False,21,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,106.1,2249.95,True
7762-URZQH,Male,False,True,False,66,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),106.05,6981.35,True
5301-GAUUY,Male,False,False,False,32,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),80.35,2596.15,True
4086-YQSNZ,Female,True,True,False,3,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.4,224.05,True
6980-IMXXE,Female,False,True,True,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.2,1412.65,False
9851-KIELU,Male,False,False,False,10,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,110.1,1043.3,True
7206-GZCDC,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.25,69.25,True
8413-YNHNV,Male,False,False,False,69,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,90.65,6322.1,False
1374-DMZUI,Female,True,False,False,4,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.3,424.45,True
1525-LNLOJ,Male,False,True,True,66,True,Yes,DSL,No,No,Yes,No,Yes,No,Two year,True,Bank transfer (automatic),63.3,4189.7,False
2346-DJQTB,Female,False,False,False,35,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,24.15,812.5,False
9927-DSWDF,Male,False,True,False,22,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,104.6,2180.55,False
